Channel;Broadcastingdate;Exactspotbroadcastingtime;GRPmen;ContactsMen;NetCost
Ushuaia TV;22/12/16;06:56:41;0,001387;804;1,04
Ushuaia TV;22/12/16;07:43:07;0,003132;1816;2,72
Ushuaia TV;22/12/16;08:36:14;0,002472;1433;0,12
Ushuaia TV;22/12/16;09:20:46;0,012804;7423;1,87
Ushuaia TV;22/12/16;10:59:20;0,026579;15409;1,56
Ushuaia TV;22/12/16;11:52:32;0,003824;2217;0,53
Ushuaia TV;22/12/16;12:47:18;0,001447;839;1,92
Ushuaia TV;22/12/16;13:16:23;0,001925;1116;2,35
Ushuaia TV;22/12/16;13:47:15;0,007032;4077;7,88
Ushuaia TV;22/12/16;15:37:23;0,014405;8351;2,57
Ushuaia TV;22/12/16;16:22:43;0,012157;7048;2,74
Ushuaia TV;22/12/16;17:08:50;0,013027;7552;2,31
Ushuaia TV;22/12/16;18:01:37;0,021382;12396;5,75
Ushuaia TV;22/12/16;18:53:10;0,013658;7918;6,94
Ushuaia TV;22/12/16;19:48:53;0,002691;1560;3,03
Ushuaia TV;22/12/16;20:03:53;0,002691;1560;3,03
Ushuaia TV;22/12/16;20:38:17;0,0107;6203;9,18
Ushuaia TV;23/12/16;07:09:13;0,001125;652;0,36
Ushuaia TV;23/12/16;08:49:53;0,002786;1615;0,04
Ushuaia TV;23/12/16;09:43:59;0,002056;1192;0,07
Ushuaia TV;23/12/16;11:22:40;0,009604;5568;2,52
Ushuaia TV;23/12/16;12:15:54;0,002248;1303;0,56
Ushuaia TV;23/12/16;13:10:24;0,004188;2428;6,04
Ushuaia TV;23/12/16;13:25:04;0,005775;3348;5,72
Ushuaia TV;23/12/16;13:59:53;0,00365;2116;2,96
Ushuaia TV;23/12/16;15:36:03;0,011383;6599;2,41
Ushuaia TV;23/12/16;16:30:06;0,011189;6487;3,16
Ushuaia TV;23/12/16;17:25:21;0,016954;9829;4,4
Ushuaia TV;23/12/16;18:19:11;0,021025;12189;1,58
Ushuaia TV;23/12/16;18:48:05;0,015942;9242;6,89
Ushuaia TV;23/12/16;19:42:52;0,003517;2039;3,74
Ushuaia TV;23/12/16;20:11:28;0,003517;2039;3,74
Ushuaia TV;23/12/16;20:38:25;0,010522;6100;6,19
Ushuaia TV;23/12/16;21:26:17;0,018167;10532;6,56
Ushuaia TV;24/12/16;06:58:58;0,003503;2031;2,7
Ushuaia TV;24/12/16;07:50:23;0,004216;2444;3,51
Ushuaia TV;24/12/16;08:47:14;0,004783;2773;2,31
Ushuaia TV;24/12/16;09:40:33;0,005961;3456;1,68
Ushuaia TV;24/12/16;10:29:14;0,021027;12190;2,7
Ushuaia TV;24/12/16;12:11:43;0,009164;5313;0,47
Ushuaia TV;24/12/16;12:17:45;0,005982;3468;1,25
Ushuaia TV;24/12/16;13:15:35;0,008587;4978;1,37
Ushuaia TV;24/12/16;15:07:36;0,013234;7672;3,51
Ushuaia TV;24/12/16;15:59:01;0,010691;6198;2,23
Ushuaia TV;24/12/16;16:46:53;0,016523;9579;5,97
Ushuaia TV;24/12/16;17:32:32;0,013001;7537;6,25
Ushuaia TV;24/12/16;18:21:55;0,018229;10568;7,28
Ushuaia TV;24/12/16;19:16:23;0,018688;10834;3,78
Ushuaia TV;24/12/16;20:12:32;0,009589;5559;1,17
Ushuaia TV;24/12/16;20:39:57;0,008487;4920;11,03
Ushuaia TV;24/12/16;21:35:03;0,00722;4186;0,39
Ushuaia TV;25/12/16;06:52:07;0,004098;2376;3,1
Ushuaia TV;25/12/16;07:38:54;0,010068;5837;12,49
Ushuaia TV;25/12/16;08:39:13;0,007341;4256;4,64
Ushuaia TV;25/12/16;09:32:15;0,012557;7280;2,19
Ushuaia TV;25/12/16;10:18:53;0,015609;9049;1,08
Ushuaia TV;25/12/16;11:14:11;0,018903;10959;2,85
Ushuaia TV;25/12/16;12:38:50;0,00379;2197;0,87
Ushuaia TV;25/12/16;13:07:29;0,007317;4242;1,62
Ushuaia TV;25/12/16;13:35:53;0,009951;5769;2,09
Ushuaia TV;25/12/16;15:20:44;0,013116;7604;5,06
Ushuaia TV;25/12/16;16:07:07;0,012977;7523;7,04
Ushuaia TV;25/12/16;17:02:06;0,013718;7953;6,17
Ushuaia TV;25/12/16;17:51:47;0,016087;9326;6,09
Ushuaia TV;25/12/16;19:32:09;0,016463;9544;7,97
Ushuaia TV;25/12/16;19:41:03;0,015067;8735;12,51
Ushuaia TV;25/12/16;20:11:14;0,014337;8312;10,02
Ushuaia TV;25/12/16;20:41:44;0,011641;6749;10,97
Ushuaia TV;25/12/16;21:37:05;0,01623;9409;11,18
Ushuaia TV;26/12/16;06:56:45;0,001356;786;0,09
Ushuaia TV;26/12/16;07:54:03;0,003759;2179;2,26
Ushuaia TV;26/12/16;08:57:18;0,002213;1283;1,32
Ushuaia TV;26/12/16;09:50:49;0,005632;3265;0,9
Ushuaia TV;26/12/16;11:25:10;0,010349;6000;0,85
Ushuaia TV;26/12/16;12:19:25;0,002896;1679;0,08
Ushuaia TV;26/12/16;13:14:56;0,002341;1357;0,17
Ushuaia TV;26/12/16;13:22:51;0,003057;1772;0,71
Ushuaia TV;26/12/16;13:53:34;0,004863;2819;3,82
Ushuaia TV;26/12/16;15:29:05;0,014572;8448;8,4
Ushuaia TV;26/12/16;16:23:17;0,010955;6351;3,85
Ushuaia TV;26/12/16;17:08:41;0,011279;6539;1,32
Ushuaia TV;26/12/16;18:47:09;0,014313;8298;9,84
Ushuaia TV;26/12/16;19:43:12;0,003883;2251;4,34
Ushuaia TV;26/12/16;20:12:20;0,003883;2251;4,34
Ushuaia TV;26/12/16;20:39:10;0,007148;4144;8,87
Ushuaia TV;26/12/16;21:44:34;0,010588;6138;12
Ushuaia TV;27/12/16;06:52:16;0,001299;753;0,29
Ushuaia TV;27/12/16;07:40:00;0,001884;1092;0,31
Ushuaia TV;27/12/16;08:26:32;0,004133;2396;0,02
Ushuaia TV;27/12/16;09:11:15;0,007367;4271;1,37
Ushuaia TV;27/12/16;09:57:10;0,014436;8369;0,24
Ushuaia TV;27/12/16;11:49:09;0,002962;1717;0,25
Ushuaia TV;27/12/16;12:44:13;0,001554;901;1,68
Ushuaia TV;27/12/16;13:12:44;0,005897;3419;2,21
Ushuaia TV;27/12/16;13:41:50;0,006051;3508;2,77
Ushuaia TV;27/12/16;15:12:20;0,009085;5267;0,55
Ushuaia TV;27/12/16;16:00:08;0,011478;6654;1,06
Ushuaia TV;27/12/16;16:45:05;0,018565;10763;2,08
Ushuaia TV;27/12/16;17:11:49;0,020376;11813;3,81
Ushuaia TV;27/12/16;18:43:33;0,015819;9171;4,85
Ushuaia TV;27/12/16;19:39:27;0,002567;1488;1,38
Ushuaia TV;27/12/16;20:07:00;0,002567;1488;1,38
Ushuaia TV;27/12/16;20:38:47;0,009627;5581;8,51
Ushuaia TV;27/12/16;22:15:24;0,015076;8740;5,04
Ushuaia TV;28/12/16;07:04:17;0,002551;1479;0,7
Ushuaia TV;28/12/16;07:58:35;0,002475;1435;2,21
Ushuaia TV;28/12/16;09:35:33;0,002656;1540;0,32
Ushuaia TV;28/12/16;11:16:43;0,018767;10880;1,18
Ushuaia TV;28/12/16;12:10:43;0,001057;613;0,02
Ushuaia TV;28/12/16;13:07:10;0,004085;2368;1,36
Ushuaia TV;28/12/16;13:12:57;0,003769;2185;0,36
Ushuaia TV;28/12/16;13:44:54;0,008243;4779;0,26
Ushuaia TV;28/12/16;15:16:30;0,009903;5741;3,06
Ushuaia TV;28/12/16;16:02:20;0,013309;7716;2,42
Ushuaia TV;28/12/16;16:57:17;0,01531;8876;2,03
Ushuaia TV;28/12/16;18:02:05;0,015591;9039;3,09
Ushuaia TV;28/12/16;18:49:55;0,013406;7772;7,93
Ushuaia TV;28/12/16;19:43:50;0,005239;3037;4,5
Ushuaia TV;28/12/16;20:20:57;0,005239;3037;4,5
Ushuaia TV;28/12/16;20:37:20;0,010872;6303;7,05
Ushuaia TV;28/12/16;21:27:43;0,012759;7397;9,26
Ushuaia TV;29/12/16;06:53:07;0,001387;804;1,04
Ushuaia TV;29/12/16;07:40:07;0,003132;1816;2,72
Ushuaia TV;29/12/16;08:36:00;0,002472;1433;0,12
Ushuaia TV;29/12/16;09:20:53;0,012804;7423;1,87
Ushuaia TV;29/12/16;11:03:09;0,026579;15409;1,56
Ushuaia TV;29/12/16;11:55:49;0,003824;2217;0,53
Ushuaia TV;29/12/16;12:49:51;0,001447;839;1,92
Ushuaia TV;29/12/16;13:19:17;0,001925;1116;2,35
Ushuaia TV;29/12/16;13:40:20;0,007032;4077;7,88
Ushuaia TV;29/12/16;15:11:14;0,014405;8351;2,57
Ushuaia TV;29/12/16;15:57:57;0,012157;7048;2,74
Ushuaia TV;29/12/16;16:44:32;0,013027;7552;2,31
Ushuaia TV;29/12/16;17:11:57;0,021382;12396;5,75
Ushuaia TV;29/12/16;18:49:06;0,013658;7918;6,94
Ushuaia TV;29/12/16;19:52:04;0,002691;1560;3,03
Ushuaia TV;29/12/16;20:07:37;0,002691;1560;3,03
Ushuaia TV;29/12/16;20:38:30;0,0107;6203;9,18
Ushuaia TV;30/12/16;06:58:02;0,001125;652;0,36
Ushuaia TV;30/12/16;08:47:50;0,002786;1615;0,04
Ushuaia TV;30/12/16;09:40:18;0,002056;1192;0,07
Ushuaia TV;30/12/16;11:18:26;0,009604;5568;2,52
Ushuaia TV;30/12/16;12:13:51;0,002248;1303;0,56
Ushuaia TV;30/12/16;13:08:16;0,004188;2428;6,04
Ushuaia TV;30/12/16;13:23:49;0,005775;3348;5,72
Ushuaia TV;30/12/16;13:53:28;0,00365;2116;2,96
Ushuaia TV;30/12/16;15:09:30;0,011383;6599;2,41
Ushuaia TV;30/12/16;16:05:29;0,011189;6487;3,16
Ushuaia TV;30/12/16;17:03:11;0,016954;9829;4,4
Ushuaia TV;30/12/16;17:57:27;0,021025;12189;1,58
Ushuaia TV;30/12/16;18:53:20;0,015942;9242;6,89
Ushuaia TV;30/12/16;19:49:12;0,003517;2039;3,74
Ushuaia TV;30/12/16;20:22:17;0,003517;2039;3,74
Ushuaia TV;30/12/16;20:39:45;0,010522;6100;6,19
Ushuaia TV;30/12/16;21:26:59;0,018167;10532;6,56
Ushuaia TV;31/12/16;06:05:43;0,003503;2031;2,7
Ushuaia TV;31/12/16;07:00:03;0,004216;2444;3,51
Ushuaia TV;31/12/16;07:48:23;0,004783;2773;2,31
Ushuaia TV;31/12/16;09:23:35;0,005961;3456;1,68
Ushuaia TV;31/12/16;10:36:47;0,021027;12190;2,7
Ushuaia TV;31/12/16;12:21:29;0,009164;5313;0,47
Ushuaia TV;31/12/16;12:37:02;0,005982;3468;1,25
Ushuaia TV;31/12/16;13:36:04;0,008587;4978;1,37
Ushuaia TV;31/12/16;15:21:38;0,013234;7672;3,51
Ushuaia TV;31/12/16;16:08:19;0,010691;6198;2,23
Ushuaia TV;31/12/16;16:55:51;0,016523;9579;5,97
Ushuaia TV;31/12/16;17:50:39;0,013001;7537;6,25
Ushuaia TV;31/12/16;18:39:34;0,018229;10568;7,28
Ushuaia TV;31/12/16;20:35:43;0,008487;4920;11,03
Ushuaia TV;31/12/16;21:36:08;0,00722;4186;0,39
Ushuaia TV;01/01/17;06:56:55;0,004098;2376;2,92
Ushuaia TV;01/01/17;07:52:18;0,010068;5837;11,53
Ushuaia TV;01/01/17;08:47:18;0,007341;4256;4,28
Ushuaia TV;01/01/17;09:41:31;0,012557;7280;2,02
Ushuaia TV;01/01/17;10:37:17;0,015609;9049;0,99
Ushuaia TV;01/01/17;11:23:53;0,018903;10959;2,63
Ushuaia TV;01/01/17;12:39:12;0,00379;2197;0,82
Ushuaia TV;01/01/17;13:13:59;0,007317;4242;1,5
Ushuaia TV;01/01/17;13:28:54;0,009951;5769;1,96
Ushuaia TV;01/01/17;15:17:16;0,013116;7604;4,76
Ushuaia TV;01/01/17;16:12:41;0,012977;7523;6,62
Ushuaia TV;01/01/17;17:09:14;0,013718;7953;5,7
Ushuaia TV;01/01/17;19:42:09;0,016463;9544;7,04
Ushuaia TV;01/01/17;20:14:32;0,015067;8735;12,05
Ushuaia TV;01/01/17;20:15:58;0,014337;8312;9,65
Ushuaia TV;01/01/17;20:43:09;0,008602;4987;6,59
Ushuaia TV;01/01/17;21:39:26;0,01623;9409;10,77
Ushuaia TV;02/01/17;06:50:57;0,001356;786;0,09
Ushuaia TV;02/01/17;07:48:48;0,003759;2179;2,09
Ushuaia TV;02/01/17;08:43:37;0,002213;1283;1,22
Ushuaia TV;02/01/17;09:52:19;0,005632;3265;0,82
Ushuaia TV;02/01/17;11:28:50;0,010349;6000;0,8
Ushuaia TV;02/01/17;12:25:28;0,002896;1679;0,07
Ushuaia TV;02/01/17;13:22:01;0,002341;1357;0,16
Ushuaia TV;02/01/17;13:24:03;0,003057;1772;0,66
Ushuaia TV;02/01/17;13:56:11;0,004863;2819;3,52
Ushuaia TV;02/01/17;15:32:36;0,014572;8448;7,75
Ushuaia TV;02/01/17;16:26:42;0,010955;6351;3,55
Ushuaia TV;02/01/17;17:11:40;0,011279;6539;1,24
Ushuaia TV;02/01/17;18:48:58;0,014313;8298;8,69
Ushuaia TV;02/01/17;19:46:02;0,003883;2251;4,17
Ushuaia TV;02/01/17;20:15:56;0,003883;2251;4,17
Ushuaia TV;02/01/17;20:41:41;0,00455;2638;4,95
Ushuaia TV;02/01/17;21:38:26;0,010588;6138;11,56
Ushuaia TV;03/01/17;06:45:29;0,001299;753;0,27
Ushuaia TV;03/01/17;07:32:17;0,001884;1092;0,28
Ushuaia TV;03/01/17;08:19:08;0,004133;2396;0,02
Ushuaia TV;03/01/17;09:50:05;0,007367;4271;1,26
Ushuaia TV;03/01/17;11:19:05;0,014436;8369;0,22
Ushuaia TV;03/01/17;12:10:41;0,002962;1717;0,22
Ushuaia TV;03/01/17;13:05:33;0,001554;901;1,56
Ushuaia TV;03/01/17;13:33:16;0,005897;3419;2,08
Ushuaia TV;03/01/17;13:37:55;0,006051;3508;2,56
Ushuaia TV;03/01/17;15:11:16;0,009085;5267;0,51
Ushuaia TV;03/01/17;15:58:03;0,011478;6654;0,99
Ushuaia TV;03/01/17;16:45:22;0,018565;10763;1,92
Ushuaia TV;03/01/17;17:15:56;0,020376;11813;4,55
Ushuaia TV;03/01/17;18:47:00;0,015819;9171;4,37
Ushuaia TV;03/01/17;19:43:43;0,002567;1488;1,33
Ushuaia TV;03/01/17;20:14:12;0,002567;1488;1,33
Ushuaia TV;03/01/17;20:40:48;0,001725;1000;2,55
Ushuaia TV;03/01/17;21:38:22;0,015076;8740;4,86
Ushuaia TV;04/01/17;06:47:28;0,002551;1479;0,64
Ushuaia TV;04/01/17;07:40:31;0,002475;1435;2,07
Ushuaia TV;04/01/17;09:20:01;0,002656;1540;0,31
Ushuaia TV;04/01/17;10:54:23;0,018767;10880;1,1
Ushuaia TV;04/01/17;11:48:33;0,001057;613;0,02
Ushuaia TV;04/01/17;12:46:31;0,004085;2368;1,26
Ushuaia TV;04/01/17;13:13:35;0,003769;2185;0,33
Ushuaia TV;04/01/17;13:44:51;0,008243;4779;0,25
Ushuaia TV;04/01/17;15:21:44;0,009903;5741;2,83
Ushuaia TV;04/01/17;16:06:25;0,013309;7716;2,29
Ushuaia TV;04/01/17;17:13:19;0,01531;8876;1,87
Ushuaia TV;04/01/17;18:01:09;0,015591;9039;3,7
Ushuaia TV;04/01/17;18:47:33;0,013406;7772;7,15
Ushuaia TV;04/01/17;19:46:11;0,005239;3037;4,34
Ushuaia TV;04/01/17;20:16:05;0,005239;3037;4,34
Ushuaia TV;04/01/17;20:42:49;0,004635;2687;3,77
Ushuaia TV;04/01/17;21:37:43;0,012759;7397;8,92
Ushuaia TV;05/01/17;06:45:19;0,001387;804;0,95
Ushuaia TV;05/01/17;07:38:46;0,003132;1816;2,57
Ushuaia TV;05/01/17;08:36:37;0,002472;1433;0,11
Ushuaia TV;05/01/17;09:33:44;0,012804;7423;1,73
Ushuaia TV;05/01/17;11:13:49;0,026579;15409;1,46
Ushuaia TV;05/01/17;12:10:49;0,003824;2217;0,48
Ushuaia TV;05/01/17;13:06:08;0,001447;839;1,81
Ushuaia TV;05/01/17;13:36:29;0,001925;1116;2,18
Ushuaia TV;05/01/17;13:40:24;0,007032;4077;7,28
Ushuaia TV;05/01/17;15:19:50;0,014405;8351;2,42
Ushuaia TV;05/01/17;16:08:41;0,012157;7048;2,52
Ushuaia TV;05/01/17;17:03:46;0,013027;7552;2,13
Ushuaia TV;05/01/17;17:57:34;0,021382;12396;6,86
Ushuaia TV;05/01/17;18:48:41;0,013658;7918;6,26
Ushuaia TV;05/01/17;19:44:07;0,002691;1560;2,97
Ushuaia TV;05/01/17;20:12:58;0,002691;1560;2,97
Ushuaia TV;05/01/17;20:41:56;0,006346;3679;2,07
Ushuaia TV;06/01/17;07:03:58;0,001125;652;0,32
Ushuaia TV;06/01/17;08:43:53;0,002786;1615;0,03
Ushuaia TV;06/01/17;09:38:58;0,002056;1192;0,07
Ushuaia TV;06/01/17;11:13:31;0,009604;5568;2,32
Ushuaia TV;06/01/17;12:08:49;0,002248;1303;0,52
Ushuaia TV;06/01/17;13:03:14;0,004188;2428;5,69
Ushuaia TV;06/01/17;13:36:52;0,005775;3348;5,29
Ushuaia TV;06/01/17;13:38:53;0,00365;2116;2,73
Ushuaia TV;06/01/17;15:02:00;0,011383;6599;2,23
Ushuaia TV;06/01/17;16:02:00;0,011189;6487;2,92
Ushuaia TV;06/01/17;16:50:41;0,016954;9829;4,15
Ushuaia TV;06/01/17;17:50:29;0,021025;12189;1,89
Ushuaia TV;06/01/17;18:45:32;0,015942;9242;6,09
Ushuaia TV;06/01/17;19:40:38;0,003517;2039;3,67
Ushuaia TV;06/01/17;20:11:19;0,003517;2039;3,6
Ushuaia TV;06/01/17;20:38:49;0,001387;804;1,04
Ushuaia TV;06/01/17;21:27:28;0,018167;10532;6,45
Ushuaia TV;07/01/17;06:20:41;0,003503;2031;2,49
Ushuaia TV;07/01/17;08:07:20;0,004216;2444;3,25
Ushuaia TV;07/01/17;09:03:31;0,004783;2773;2,13
Ushuaia TV;07/01/17;09:59:02;0,005961;3456;1,59
Ushuaia TV;07/01/17;10:55:08;0,021027;12190;2,5
Ushuaia TV;07/01/17;12:34:29;0,009164;5313;0,43
Ushuaia TV;07/01/17;12:37:19;0,005982;3468;1,18
Ushuaia TV;07/01/17;13:34:19;0,008587;4978;1,26
Ushuaia TV;07/01/17;15:02:34;0,013234;7672;3,25
Ushuaia TV;07/01/17;15:49:24;0,010691;6198;2,1
Ushuaia TV;07/01/17;16:38:31;0,016523;9579;5,5
Ushuaia TV;07/01/17;17:26:35;0,020566;11923;11,59
Ushuaia TV;07/01/17;18:22:15;0,018229;10568;8,69
Ushuaia TV;07/01/17;20:07:23;0,009589;5559;1,16
Ushuaia TV;07/01/17;20:37:56;0,005744;3330;2,19
Ushuaia TV;08/01/17;07:12:29;0,004098;2376;2,86
Ushuaia TV;08/01/17;08:08:30;0,010068;5837;11,53
Ushuaia TV;08/01/17;09:02:49;0,007341;4256;4,37
Ushuaia TV;08/01/17;10:00:27;0,012557;7280;2,02
Ushuaia TV;08/01/17;10:47:43;0,015609;9049;0,99
Ushuaia TV;08/01/17;11:35:09;0,018903;10959;2,63
Ushuaia TV;08/01/17;12:29:45;0,00379;2197;0,8
Ushuaia TV;08/01/17;13:02:21;0,007317;4242;1,5
Ushuaia TV;08/01/17;13:35:25;0,009951;5769;1,93
Ushuaia TV;08/01/17;15:26:18;0,013116;7604;4,67
Ushuaia TV;08/01/17;16:15:35;0,012977;7523;6,62
Ushuaia TV;08/01/17;17:11:25;0,013718;7953;5,81
Ushuaia TV;08/01/17;18:00:56;0,016087;9326;7,27
Ushuaia TV;08/01/17;19:34:19;0,016463;9544;7,04
Ushuaia TV;08/01/17;20:39:37;0,014337;8312;9,84
Ushuaia TV;08/01/17;20:42:04;0,008602;4987;6,46
Ushuaia TV;08/01/17;21:35:29;0,01623;9409;10,98